"sample","emu_frame","snapshot_index","component","pixels","min_x","max_x","min_y","max_y","center_x","center_y","screenshot","interpretation"
"482","20665","32","0","10","205","214","86","88","209.5","87","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","1","2","204","205","91","91","204.5","91","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","2","4","207","208","91","93","207.5","92","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","3","2","200","201","96","96","200.5","96","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","4","10","163","172","145","147","167.5","146","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","5","2","162","163","150","150","162.5","150","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","6","4","165","166","150","152","165.5","151","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","7","2","158","159","155","155","158.5","155","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","8","10","84","93","169","171","88.5","170","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","9","10","124","133","169","171","128.5","170","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","10","2","83","84","174","174","83.5","174","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","11","4","86","87","174","176","86.5","175","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","12","2","123","124","174","174","123.5","174","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","13","4","126","127","174","176","126.5","175","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","14","2","79","80","179","179","79.5","179","frame_0482.png","unclassified orange sprite pixels"
"482","20665","32","15","2","119","120","179","179","119.5","179","frame_0482.png","unclassified orange sprite pixels"
"484","20667","33","0","10","190","199","95","97","194.5","96","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","1","2","200","201","97","97","200.5","97","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","2","4","203","204","97","99","203.5","98","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","3","2","196","197","102","102","196.5","102","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","4","11","81","88","105","109","84.5","107","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","5","3","95","97","109","109","96","109","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","6","7","101","105","110","111","103","110.5","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","7","10","149","158","151","153","153.5","152","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","8","2","159","160","153","153","159.5","153","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","9","4","162","163","153","155","162.5","154","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","10","2","155","156","158","158","155.5","158","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","11","10","70","79","172","174","74.5","173","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","12","10","109","118","172","174","113.5","173","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","13","2","80","81","174","174","80.5","174","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","14","4","83","84","174","176","83.5","175","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","15","2","119","120","174","174","119.5","174","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","16","4","122","123","174","176","122.5","175","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","17","2","76","77","179","179","76.5","179","frame_0484.png","unclassified orange sprite pixels"
"484","20667","33","18","2","115","116","179","179","115.5","179","frame_0484.png","unclassified orange sprite pixels"
"486","20669","34","0","10","197","206","98","100","201.5","99","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","1","2","196","197","103","103","196.5","103","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","2","4","199","200","103","105","199.5","104","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","3","2","192","193","108","108","192.5","108","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","4","10","156","165","152","154","160.5","153","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","5","2","155","156","157","157","155.5","157","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","6","4","158","159","157","159","158.5","158","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","7","2","151","152","162","162","151.5","162","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","8","10","77","86","169","171","81.5","170","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","9","10","117","126","169","171","121.5","170","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","10","2","76","77","174","174","76.5","174","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","11","4","79","80","174","176","79.5","175","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","12","2","116","117","174","174","116.5","174","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","13","4","119","120","174","176","119.5","175","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","14","2","72","73","179","179","72.5","179","frame_0486.png","unclassified orange sprite pixels"
"486","20669","34","15","2","112","113","179","179","112.5","179","frame_0486.png","unclassified orange sprite pixels"
"488","20671","35","0","15","81","88","105","109","84.5","107","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","1","10","183","192","107","109","187.5","108","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","2","2","91","92","109","110","91.5","109.5","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","3","3","95","97","109","109","96","109","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","4","2","193","194","109","109","193.5","109","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","5","4","196","197","109","111","196.5","110","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","6","7","101","105","110","111","103","110.5","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","7","2","189","190","114","114","189.5","114","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","8","10","142","151","157","159","146.5","158","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","9","2","152","153","159","159","152.5","159","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","10","4","155","156","159","161","155.5","160","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","11","2","148","149","164","164","148.5","164","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","12","11","62","72","170","170","67","170","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","13","5","87","90","170","173","88.5","171.5","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","14","10","102","111","172","174","106.5","173","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","15","4","72","75","173","173","73.5","173","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","16","2","82","83","174","174","82.5","174","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","17","2","112","113","174","174","112.5","174","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","18","4","115","116","174","176","115.5","175","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","19","2","74","75","176","176","74.5","176","frame_0488.png","unclassified orange sprite pixels"
"488","20671","35","20","2","108","109","179","179","108.5","179","frame_0488.png","unclassified orange sprite pixels"
"490","20673","36","0","10","190","199","110","112","194.5","111","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","1","2","189","190","115","115","189.5","115","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","2","4","192","193","115","117","192.5","116","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","3","2","185","186","120","120","185.5","120","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","4","10","149","158","157","159","153.5","158","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","5","2","148","149","162","162","148.5","162","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","6","4","151","152","162","164","151.5","163","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","7","2","144","145","167","167","144.5","167","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","8","11","71","81","169","169","76","169","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","9","5","84","87","169","172","85.5","170.5","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","10","10","109","118","169","171","113.5","170","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","11","4","69","72","172","172","70.5","172","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","12","2","79","80","173","173","79.5","173","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","13","2","108","109","174","174","108.5","174","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","14","4","111","112","174","176","111.5","175","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","15","2","71","72","175","175","71.5","175","frame_0490.png","unclassified orange sprite pixels"
"490","20673","36","16","2","104","105","179","179","104.5","179","frame_0490.png","unclassified orange sprite pixels"
"492","20675","37","0","10","134","143","163","165","138.5","164","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","1","2","144","145","165","165","144.5","165","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","2","4","147","148","165","167","147.5","166","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","3","11","56","66","169","169","61","169","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","4","5","81","84","169","172","82.5","170.5","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","5","2","140","141","170","170","140.5","170","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","6","4","66","69","172","172","67.5","172","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","7","10","95","104","172","174","99.5","173","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","8","2","76","77","173","173","76.5","173","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","9","2","105","106","174","174","105.5","174","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","10","4","108","109","174","176","108.5","175","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","11","2","68","69","175","175","68.5","175","frame_0492.png","unclassified orange sprite pixels"
"492","20675","37","12","2","101","102","179","179","101.5","179","frame_0492.png","unclassified orange sprite pixels"
"494","20677","38","0","4","83","86","105","108","84.5","106.5","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","1","12","88","98","109","111","93","110","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","2","6","101","105","110","111","103","110.5","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","3","10","142","151","162","164","146.5","163","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","4","2","141","142","167","167","141.5","167","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","5","4","144","145","167","169","144.5","168","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","6","11","65","75","168","168","70","168","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","7","5","78","81","168","171","79.5","169.5","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","8","10","102","111","169","171","106.5","170","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","9","4","63","66","171","171","64.5","171","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","10","2","73","74","172","172","73.5","172","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","11","2","137","138","172","172","137.5","172","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","12","2","65","66","174","174","65.5","174","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","13","2","101","102","174","174","101.5","174","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","14","4","104","105","174","176","104.5","175","frame_0494.png","unclassified orange sprite pixels"
"494","20677","38","15","2","97","98","179","179","97.5","179","frame_0494.png","unclassified orange sprite pixels"
"496","20679","39","0","11","81","88","105","109","84.5","107","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","1","3","95","97","109","109","96","109","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","2","7","101","105","110","111","103","110.5","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","3","11","49","59","167","167","54","167","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","4","5","74","77","167","170","75.5","168.5","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","5","10","127","136","167","169","131.5","168","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","6","2","137","138","169","169","137.5","169","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","7","4","140","141","169","171","140.5","170","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","8","4","59","62","170","170","60.5","170","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","9","2","69","70","171","171","69.5","171","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","10","10","88","97","172","174","92.5","173","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","11","2","61","62","173","173","61.5","173","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","12","2","98","99","174","174","98.5","174","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","13","4","101","102","174","176","101.5","175","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","14","2","133","134","174","174","133.5","174","frame_0496.png","unclassified orange sprite pixels"
"496","20679","39","15","2","94","95","179","179","94.5","179","frame_0496.png","unclassified orange sprite pixels"
"498","20681","40","0","4","81","84","105","108","82.5","106.5","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","1","12","86","96","109","111","91","110","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","2","6","99","103","110","111","101","110.5","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","3","3","81","83","114","114","82","114","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","4","10","135","144","165","167","139.5","166","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","5","11","59","69","166","166","64","166","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","6","5","72","75","166","169","73.5","167.5","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","7","4","57","60","169","169","58.5","169","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","8","10","95","104","169","171","99.5","170","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","9","2","67","68","170","170","67.5","170","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","10","2","134","135","170","170","134.5","170","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","11","4","137","138","170","172","137.5","171","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","12","2","59","60","172","172","59.5","172","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","13","2","94","95","174","174","94.5","174","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","14","4","97","98","174","176","97.5","175","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","15","2","130","131","175","175","130.5","175","frame_0498.png","unclassified orange sprite pixels"
"498","20681","40","16","2","90","91","179","179","90.5","179","frame_0498.png","unclassified orange sprite pixels"
"500","20683","41","0","15","74","81","105","109","77.5","107","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","1","2","84","85","109","110","84.5","109.5","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","2","3","88","90","109","109","89","109","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","3","7","94","98","110","111","96","110.5","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","4","11","44","54","165","165","49","165","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","5","5","69","72","165","168","70.5","166.5","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","6","4","54","57","168","168","55.5","168","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","7","2","64","65","169","169","64.5","169","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","8","10","120","129","170","172","124.5","171","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","9","2","56","57","171","171","56.5","171","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","10","10","80","89","172","174","84.5","173","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","11","2","130","131","172","172","130.5","172","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","12","4","133","134","172","174","133.5","173","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","13","2","90","91","174","174","90.5","174","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","14","4","93","94","174","176","93.5","175","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","15","2","126","127","177","177","126.5","177","frame_0500.png","unclassified orange sprite pixels"
"500","20683","41","16","2","86","87","179","179","86.5","179","frame_0500.png","unclassified orange sprite pixels"
"502","20685","42","0","4","71","74","105","108","72.5","106.5","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","1","12","76","86","109","111","81","110","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","2","6","89","93","110","111","91","110.5","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","3","11","53","63","164","164","58","164","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","4","5","66","69","164","167","67.5","165.5","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","5","4","51","54","167","167","52.5","167","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","6","2","61","62","168","168","61.5","168","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","7","10","127","136","168","170","131.5","169","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","8","10","88","97","169","171","92.5","170","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","9","2","53","54","170","170","53.5","170","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","10","2","126","127","173","173","126.5","173","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","11","4","129","130","173","175","129.5","174","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","12","2","87","88","174","174","87.5","174","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","13","4","90","91","174","176","90.5","175","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","14","2","122","123","178","178","122.5","178","frame_0502.png","unclassified orange sprite pixels"
"502","20685","42","15","2","83","84","179","179","83.5","179","frame_0502.png","unclassified orange sprite pixels"
"504","20687","43","0","15","64","71","105","109","67.5","107","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","1","2","74","75","109","110","74.5","109.5","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","2","3","78","80","109","109","79","109","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","3","7","84","88","110","111","86","110.5","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","4","3","66","68","114","114","67","114","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","5","11","38","48","163","163","43","163","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","6","5","63","66","163","166","64.5","164.5","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","7","4","48","51","166","166","49.5","166","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","8","2","58","59","167","167","58.5","167","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","9","2","50","51","169","169","50.5","169","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","10","10","73","82","172","174","77.5","173","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","11","10","113","122","172","174","117.5","173","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","12","2","83","84","174","174","83.5","174","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","13","4","86","87","174","176","86.5","175","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","14","2","123","124","174","174","123.5","174","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","15","4","126","127","174","176","126.5","175","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","16","2","79","80","179","179","79.5","179","frame_0504.png","unclassified orange sprite pixels"
"504","20687","43","17","2","119","120","179","179","119.5","179","frame_0504.png","unclassified orange sprite pixels"
"506","20689","44","0","11","48","58","162","162","53","162","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","1","5","61","64","162","165","62.5","163.5","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","2","4","46","49","165","165","47.5","165","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","3","2","56","57","166","166","56.5","166","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","4","2","48","49","168","168","48.5","168","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","5","10","81","90","169","171","85.5","170","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","6","10","120","129","169","171","124.5","170","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","7","2","80","81","174","174","80.5","174","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","8","4","83","84","174","176","83.5","175","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","9","2","119","120","174","174","119.5","174","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","10","4","122","123","174","176","122.5","175","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","11","2","76","77","179","179","76.5","179","frame_0506.png","unclassified orange sprite pixels"
"506","20689","44","12","2","115","116","179","179","115.5","179","frame_0506.png","unclassified orange sprite pixels"
"508","20691","45","0","11","34","44","161","161","39","161","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","1","5","59","62","161","164","60.5","162.5","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","2","4","44","47","164","164","45.5","164","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","3","2","54","55","165","165","54.5","165","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","4","2","46","47","167","167","46.5","167","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","5","10","66","75","172","174","70.5","173","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","6","10","106","115","172","174","110.5","173","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","7","2","76","77","174","174","76.5","174","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","8","4","79","80","174","176","79.5","175","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","9","2","116","117","174","174","116.5","174","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","10","4","119","120","174","176","119.5","175","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","11","2","72","73","179","179","72.5","179","frame_0508.png","unclassified orange sprite pixels"
"508","20691","45","12","2","112","113","179","179","112.5","179","frame_0508.png","unclassified orange sprite pixels"
"510","20693","46","0","4","51","54","105","108","52.5","106.5","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","1","12","56","66","109","111","61","110","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","2","6","69","73","110","111","71","110.5","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","3","3","51","53","114","114","52","114","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","4","11","44","54","160","160","49","160","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","5","5","57","60","160","163","58.5","161.5","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","6","4","42","45","163","163","43.5","163","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","7","2","52","53","164","164","52.5","164","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","8","2","44","45","166","166","44.5","166","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","9","10","113","122","169","171","117.5","170","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","10","11","74","84","170","170","79","170","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","11","5","87","90","170","173","88.5","171.5","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","12","4","72","75","173","173","73.5","173","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","13","2","82","83","174","174","82.5","174","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","14","2","112","113","174","174","112.5","174","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","15","4","115","116","174","176","115.5","175","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","16","2","74","75","176","176","74.5","176","frame_0510.png","unclassified orange sprite pixels"
"510","20693","46","17","2","108","109","179","179","108.5","179","frame_0510.png","unclassified orange sprite pixels"
"512","20695","47","0","15","44","51","105","109","47.5","107","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","1","2","54","55","109","110","54.5","109.5","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","2","3","58","60","109","109","59","109","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","3","7","64","68","110","111","66","110.5","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","4","11","29","39","158","158","34","158","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","5","5","54","57","158","161","55.5","159.5","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","6","4","39","42","161","161","40.5","161","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","7","2","49","50","162","162","49.5","162","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","8","2","41","42","164","164","41.5","164","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","9","11","59","69","169","169","64","169","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","10","5","84","87","169","172","85.5","170.5","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","11","4","69","72","172","172","70.5","172","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","12","10","98","107","172","174","102.5","173","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","13","2","79","80","173","173","79.5","173","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","14","2","108","109","174","174","108.5","174","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","15","4","111","112","174","176","111.5","175","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","16","2","71","72","175","175","71.5","175","frame_0512.png","unclassified orange sprite pixels"
"512","20695","47","17","2","104","105","179","179","104.5","179","frame_0512.png","unclassified orange sprite pixels"
"514","20697","48","0","4","41","44","105","108","42.5","106.5","frame_0514.png","unclassified orange sprite pixels"
"514","20697","48","1","12","46","56","109","111","51","110","frame_0514.png","unclassified orange sprite pixels"
"514","20697","48","2","6","59","63","110","111","61","110.5","frame_0514.png","unclassified orange sprite pixels"
"514","20697","48","3","11","40","50","157","157","45","157","frame_0514.png","unclassified orange sprite pixels"
