"sample","emu_frame","snapshot_index","component","pixels","min_x","max_x","min_y","max_y","center_x","center_y","screenshot","interpretation"
"536","20719","49","2","2","29","30","162","163","29.5","162.5","frame_0536.png","unclassified cyan sprite pixels"
"536","20719","49","3","2","57","58","174","175","57.5","174.5","frame_0536.png","unclassified cyan sprite pixels"
"538","20721","50","0","2","15","16","138","139","15.5","138.5","frame_0538.png","unclassified cyan sprite pixels"
"538","20721","50","1","2","27","28","160","161","27.5","160.5","frame_0538.png","unclassified cyan sprite pixels"
"538","20721","50","2","2","54","55","173","174","54.5","173.5","frame_0538.png","unclassified cyan sprite pixels"
"540","20723","51","0","2","19","20","135","135","19.5","135","frame_0540.png","unclassified cyan sprite pixels"
"540","20723","51","1","2","17","18","137","137","17.5","137","frame_0540.png","unclassified cyan sprite pixels"
"540","20723","51","2","2","25","26","159","160","25.5","159.5","frame_0540.png","unclassified cyan sprite pixels"
"540","20723","51","3","2","50","51","172","173","50.5","172.5","frame_0540.png","unclassified cyan sprite pixels"
"542","20725","52","0","2","106","107","110","110","106.5","110","frame_0542.png","unclassified cyan sprite pixels"
"542","20725","52","1","2","18","19","132","132","18.5","132","frame_0542.png","unclassified cyan sprite pixels"
"542","20725","52","2","2","16","17","134","134","16.5","134","frame_0542.png","unclassified cyan sprite pixels"
"542","20725","52","3","2","23","24","157","158","23.5","157.5","frame_0542.png","unclassified cyan sprite pixels"
"542","20725","52","4","2","48","49","171","172","48.5","171.5","frame_0542.png","unclassified cyan sprite pixels"
"544","20727","53","0","2","106","107","110","110","106.5","110","frame_0544.png","unclassified cyan sprite pixels"
"544","20727","53","1","2","18","19","130","130","18.5","130","frame_0544.png","unclassified cyan sprite pixels"
"544","20727","53","2","2","16","17","132","132","16.5","132","frame_0544.png","unclassified cyan sprite pixels"
"544","20727","53","3","2","22","23","155","156","22.5","155.5","frame_0544.png","unclassified cyan sprite pixels"
"544","20727","53","4","2","45","46","170","171","45.5","170.5","frame_0544.png","unclassified cyan sprite pixels"
"546","20729","54","0","2","106","107","110","110","106.5","110","frame_0546.png","unclassified cyan sprite pixels"
"546","20729","54","1","2","20","20","127","128","20","127.5","frame_0546.png","unclassified cyan sprite pixels"
"546","20729","54","2","2","21","22","153","154","21.5","153.5","frame_0546.png","unclassified cyan sprite pixels"
"546","20729","54","3","2","42","43","169","170","42.5","169.5","frame_0546.png","unclassified cyan sprite pixels"
"548","20731","55","0","2","106","107","110","110","106.5","110","frame_0548.png","unclassified cyan sprite pixels"
"548","20731","55","1","2","20","20","124","125","20","124.5","frame_0548.png","unclassified cyan sprite pixels"
"548","20731","55","2","2","20","21","151","152","20.5","151.5","frame_0548.png","unclassified cyan sprite pixels"
"548","20731","55","3","2","39","40","168","169","39.5","168.5","frame_0548.png","unclassified cyan sprite pixels"
"550","20733","56","0","2","106","107","110","110","106.5","110","frame_0550.png","unclassified cyan sprite pixels"
"550","20733","56","1","2","19","19","122","123","19","122.5","frame_0550.png","unclassified cyan sprite pixels"
"550","20733","56","2","2","18","19","149","150","18.5","149.5","frame_0550.png","unclassified cyan sprite pixels"
"550","20733","56","3","2","37","38","167","168","37.5","167.5","frame_0550.png","unclassified cyan sprite pixels"
"552","20735","57","0","2","106","107","110","110","106.5","110","frame_0552.png","unclassified cyan sprite pixels"
"552","20735","57","1","2","30","30","119","120","30","119.5","frame_0552.png","unclassified cyan sprite pixels"
"552","20735","57","2","2","18","19","147","148","18.5","147.5","frame_0552.png","unclassified cyan sprite pixels"
"552","20735","57","3","2","35","36","166","167","35.5","166.5","frame_0552.png","unclassified cyan sprite pixels"
"554","20737","58","0","2","30","30","116","117","30","116.5","frame_0554.png","unclassified cyan sprite pixels"
"554","20737","58","1","2","17","18","145","146","17.5","145.5","frame_0554.png","unclassified cyan sprite pixels"
"554","20737","58","2","2","33","34","165","166","33.5","165.5","frame_0554.png","unclassified cyan sprite pixels"
"556","20739","59","0","2","29","29","113","114","29","113.5","frame_0556.png","unclassified cyan sprite pixels"
"556","20739","59","1","2","16","17","143","144","16.5","143.5","frame_0556.png","unclassified cyan sprite pixels"
"556","20739","59","2","2","30","31","163","164","30.5","163.5","frame_0556.png","unclassified cyan sprite pixels"
"556","20739","59","3","2","62","63","175","176","62.5","175.5","frame_0556.png","unclassified cyan sprite pixels"
"558","20741","60","0","2","31","32","110","110","31.5","110","frame_0558.png","unclassified cyan sprite pixels"
"558","20741","60","1","2","106","107","110","110","106.5","110","frame_0558.png","unclassified cyan sprite pixels"
"558","20741","60","2","2","33","34","112","112","33.5","112","frame_0558.png","unclassified cyan sprite pixels"
"558","20741","60","3","2","15","16","141","142","15.5","141.5","frame_0558.png","unclassified cyan sprite pixels"
"558","20741","60","4","2","29","30","162","163","29.5","162.5","frame_0558.png","unclassified cyan sprite pixels"
"558","20741","60","5","2","58","59","174","175","58.5","174.5","frame_0558.png","unclassified cyan sprite pixels"
"560","20743","61","0","2","31","32","107","107","31.5","107","frame_0560.png","unclassified cyan sprite pixels"
"560","20743","61","1","2","33","34","109","109","33.5","109","frame_0560.png","unclassified cyan sprite pixels"
"560","20743","61","2","2","106","107","110","110","106.5","110","frame_0560.png","unclassified cyan sprite pixels"
"560","20743","61","3","2","15","16","138","139","15.5","138.5","frame_0560.png","unclassified cyan sprite pixels"
"560","20743","61","4","2","27","28","160","161","27.5","160.5","frame_0560.png","unclassified cyan sprite pixels"
"560","20743","61","5","2","55","56","173","174","55.5","173.5","frame_0560.png","unclassified cyan sprite pixels"
"562","20745","62","0","2","31","32","104","104","31.5","104","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","1","2","33","34","106","106","33.5","106","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","2","2","106","107","110","110","106.5","110","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","3","2","19","20","135","135","19.5","135","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","4","2","17","18","137","137","17.5","137","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","5","2","25","26","159","160","25.5","159.5","frame_0562.png","unclassified cyan sprite pixels"
"562","20745","62","6","2","52","53","173","174","52.5","173.5","frame_0562.png","unclassified cyan sprite pixels"
"564","20747","63","0","2","36","37","103","104","36.5","103.5","frame_0564.png","unclassified cyan sprite pixels"
"564","20747","63","1","2","106","107","110","110","106.5","110","frame_0564.png","unclassified cyan sprite pixels"
"564","20747","63","2","2","18","19","132","132","18.5","132","frame_0564.png","unclassified cyan sprite pixels"
"564","20747","63","3","2","16","17","134","134","16.5","134","frame_0564.png","unclassified cyan sprite pixels"
"564","20747","63","4","2","23","24","157","158","23.5","157.5","frame_0564.png","unclassified cyan sprite pixels"
"564","20747","63","5","2","49","50","172","173","49.5","172.5","frame_0564.png","unclassified cyan sprite pixels"
"566","20749","64","0","2","36","37","100","101","36.5","100.5","frame_0566.png","unclassified cyan sprite pixels"
"566","20749","64","1","2","106","107","110","110","106.5","110","frame_0566.png","unclassified cyan sprite pixels"
"566","20749","64","2","2","18","19","130","130","18.5","130","frame_0566.png","unclassified cyan sprite pixels"
"566","20749","64","3","2","16","17","132","132","16.5","132","frame_0566.png","unclassified cyan sprite pixels"
"566","20749","64","4","2","22","23","155","156","22.5","155.5","frame_0566.png","unclassified cyan sprite pixels"
"566","20749","64","5","2","46","47","171","172","46.5","171.5","frame_0566.png","unclassified cyan sprite pixels"
"568","20751","65","0","8","207","209","94","98","208","96","frame_0568.png","unclassified cyan sprite pixels"
"568","20751","65","1","2","37","38","97","98","37.5","97.5","frame_0568.png","unclassified cyan sprite pixels"
"568","20751","65","2","2","106","107","110","110","106.5","110","frame_0568.png","unclassified cyan sprite pixels"
"568","20751","65","3","2","20","20","127","128","20","127.5","frame_0568.png","unclassified cyan sprite pixels"
"568","20751","65","4","2","21","22","153","154","21.5","153.5","frame_0568.png","unclassified cyan sprite pixels"
"568","20751","65","5","2","43","44","170","171","43.5","170.5","frame_0568.png","unclassified cyan sprite pixels"
"570","20753","66","0","2","37","38","94","95","37.5","94.5","frame_0570.png","unclassified cyan sprite pixels"
"570","20753","66","1","2","20","20","124","125","20","124.5","frame_0570.png","unclassified cyan sprite pixels"
"570","20753","66","2","2","20","21","151","152","20.5","151.5","frame_0570.png","unclassified cyan sprite pixels"
"570","20753","66","3","2","41","42","169","170","41.5","169.5","frame_0570.png","unclassified cyan sprite pixels"
"572","20755","67","0","2","38","39","92","93","38.5","92.5","frame_0572.png","unclassified cyan sprite pixels"
"572","20755","67","1","2","19","19","122","123","19","122.5","frame_0572.png","unclassified cyan sprite pixels"
"572","20755","67","2","2","18","19","149","150","18.5","149.5","frame_0572.png","unclassified cyan sprite pixels"
"572","20755","67","3","2","38","39","168","169","38.5","168.5","frame_0572.png","unclassified cyan sprite pixels"
"574","20757","68","0","2","39","40","89","90","39.5","89.5","frame_0574.png","unclassified cyan sprite pixels"
"574","20757","68","1","8","197","199","96","100","198","98","frame_0574.png","unclassified cyan sprite pixels"
"574","20757","68","2","2","106","107","110","110","106.5","110","frame_0574.png","unclassified cyan sprite pixels"
"574","20757","68","3","2","30","30","119","120","30","119.5","frame_0574.png","unclassified cyan sprite pixels"
"574","20757","68","4","2","18","19","147","148","18.5","147.5","frame_0574.png","unclassified cyan sprite pixels"
"574","20757","68","5","2","36","37","167","168","36.5","167.5","frame_0574.png","unclassified cyan sprite pixels"
"576","20759","69","0","2","39","40","87","88","39.5","87.5","frame_0576.png","unclassified cyan sprite pixels"
"576","20759","69","1","2","106","107","110","110","106.5","110","frame_0576.png","unclassified cyan sprite pixels"
"576","20759","69","2","2","30","30","116","117","30","116.5","frame_0576.png","unclassified cyan sprite pixels"
"576","20759","69","3","2","17","18","145","146","17.5","145.5","frame_0576.png","unclassified cyan sprite pixels"
"576","20759","69","4","2","34","35","165","166","34.5","165.5","frame_0576.png","unclassified cyan sprite pixels"
"578","20761","70","0","2","41","42","84","85","41.5","84.5","frame_0578.png","unclassified cyan sprite pixels"
"578","20761","70","1","2","106","107","110","110","106.5","110","frame_0578.png","unclassified cyan sprite pixels"
"578","20761","70","2","2","29","29","113","114","29","113.5","frame_0578.png","unclassified cyan sprite pixels"
"578","20761","70","3","2","16","17","143","144","16.5","143.5","frame_0578.png","unclassified cyan sprite pixels"
"578","20761","70","4","2","31","32","164","165","31.5","164.5","frame_0578.png","unclassified cyan sprite pixels"
"580","20763","71","0","2","42","43","82","83","42.5","82.5","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","1","8","188","190","98","102","189","100","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","2","2","31","32","110","110","31.5","110","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","3","2","106","107","110","110","106.5","110","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","4","2","33","34","112","112","33.5","112","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","5","2","15","16","141","142","15.5","141.5","frame_0580.png","unclassified cyan sprite pixels"
"580","20763","71","6","2","29","30","163","164","29.5","163.5","frame_0580.png","unclassified cyan sprite pixels"
"582","20765","72","0","2","31","32","107","107","31.5","107","frame_0582.png","unclassified cyan sprite pixels"
"582","20765","72","1","2","33","34","109","109","33.5","109","frame_0582.png","unclassified cyan sprite pixels"
"582","20765","72","2","2","106","107","110","110","106.5","110","frame_0582.png","unclassified cyan sprite pixels"
"582","20765","72","3","2","15","16","138","139","15.5","138.5","frame_0582.png","unclassified cyan sprite pixels"
"582","20765","72","4","2","28","29","161","162","28.5","161.5","frame_0582.png","unclassified cyan sprite pixels"
"584","20767","73","0","2","31","32","104","104","31.5","104","frame_0584.png","unclassified cyan sprite pixels"
"584","20767","73","1","2","33","34","106","106","33.5","106","frame_0584.png","unclassified cyan sprite pixels"
"584","20767","73","2","2","106","107","110","110","106.5","110","frame_0584.png","unclassified cyan sprite pixels"
"584","20767","73","3","2","19","20","135","135","19.5","135","frame_0584.png","unclassified cyan sprite pixels"
"584","20767","73","4","2","17","18","137","137","17.5","137","frame_0584.png","unclassified cyan sprite pixels"
"584","20767","73","5","2","26","27","159","160","26.5","159.5","frame_0584.png","unclassified cyan sprite pixels"
"586","20769","74","0","8","178","180","100","104","179","102","frame_0586.png","unclassified cyan sprite pixels"
"586","20769","74","1","2","36","37","103","104","36.5","103.5","frame_0586.png","unclassified cyan sprite pixels"
"586","20769","74","2","2","18","19","132","132","18.5","132","frame_0586.png","unclassified cyan sprite pixels"
"586","20769","74","3","2","16","17","134","134","16.5","134","frame_0586.png","unclassified cyan sprite pixels"
"586","20769","74","4","2","24","25","158","159","24.5","158.5","frame_0586.png","unclassified cyan sprite pixels"
"588","20771","75","0","2","36","37","100","101","36.5","100.5","frame_0588.png","unclassified cyan sprite pixels"
"588","20771","75","1","2","18","19","130","130","18.5","130","frame_0588.png","unclassified cyan sprite pixels"
"588","20771","75","2","2","16","17","132","132","16.5","132","frame_0588.png","unclassified cyan sprite pixels"
"588","20771","75","3","2","23","24","156","157","23.5","156.5","frame_0588.png","unclassified cyan sprite pixels"
"590","20773","76","0","2","37","38","97","98","37.5","97.5","frame_0590.png","unclassified cyan sprite pixels"
"590","20773","76","1","2","106","107","110","110","106.5","110","frame_0590.png","unclassified cyan sprite pixels"
"590","20773","76","2","2","20","20","127","128","20","127.5","frame_0590.png","unclassified cyan sprite pixels"
"590","20773","76","3","2","21","22","154","155","21.5","154.5","frame_0590.png","unclassified cyan sprite pixels"
"592","20775","77","0","2","37","38","94","95","37.5","94.5","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","77","1","8","169","171","102","106","170","104","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","77","2","2","106","107","110","110","106.5","110","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","77","3","2","20","20","124","125","20","124.5","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","77","4","2","20","21","152","153","20.5","152.5","frame_0592.png","unclassified cyan sprite pixels"
"594","20777","78","0","2","38","39","92","93","38.5","92.5","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","78","1","2","106","107","110","110","106.5","110","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","78","2","2","19","19","122","123","19","122.5","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","78","3","2","19","20","150","151","19.5","150.5","frame_0594.png","unclassified cyan sprite pixels"
"596","20779","79","0","2","39","40","89","90","39.5","89.5","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","79","1","2","106","107","110","110","106.5","110","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","79","2","2","30","30","119","120","30","119.5","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","79","3","2","18","19","148","149","18.5","148.5","frame_0596.png","unclassified cyan sprite pixels"
"598","20781","80","0","2","39","40","87","88","39.5","87.5","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","80","1","8","159","161","104","108","160","106","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","80","2","2","106","107","110","110","106.5","110","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","80","3","2","30","30","116","117","30","116.5","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","80","4","2","17","18","146","147","17.5","146.5","frame_0598.png","unclassified cyan sprite pixels"
"600","20783","81","0","2","41","42","84","85","41.5","84.5","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","81","1","2","106","107","110","110","106.5","110","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","81","2","2","29","29","113","114","29","113.5","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","81","3","2","16","17","144","145","16.5","144.5","frame_0600.png","unclassified cyan sprite pixels"
"602","20785","82","0","2","42","43","82","83","42.5","82.5","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","82","1","2","31","32","110","110","31.5","110","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","82","2","2","33","34","112","112","33.5","112","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","82","3","2","16","17","142","143","16.5","142.5","frame_0602.png","unclassified cyan sprite pixels"
"604","20787","83","0","8","149","151","106","110","150","108","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","83","1","2","31","32","107","107","31.5","107","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","83","2","2","33","34","109","109","33.5","109","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","83","3","2","15","16","139","140","15.5","139.5","frame_0604.png","unclassified cyan sprite pixels"
"606","20789","84","0","2","31","32","104","104","31.5","104","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","84","1","2","33","34","106","106","33.5","106","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","84","2","2","106","107","110","110","106.5","110","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","84","3","2","19","20","136","136","19.5","136","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","84","4","2","17","18","138","138","17.5","138","frame_0606.png","unclassified cyan sprite pixels"
"608","20791","85","0","2","36","37","103","104","36.5","103.5","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","85","1","2","106","107","110","110","106.5","110","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","85","2","2","19","20","134","134","19.5","134","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","85","3","2","17","18","136","136","17.5","136","frame_0608.png","unclassified cyan sprite pixels"
"610","20793","86","0","2","36","37","100","101","36.5","100.5","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","86","1","8","140","142","108","112","141","110","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","86","2","2","106","107","110","110","106.5","110","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","86","3","2","18","19","131","131","18.5","131","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","86","4","2","16","17","133","133","16.5","133","frame_0610.png","unclassified cyan sprite pixels"
"612","20795","87","0","2","37","38","97","98","37.5","97.5","frame_0612.png","unclassified cyan sprite pixels"
"612","20795","87","1","2","106","107","110","110","106.5","110","frame_0612.png","unclassified cyan sprite pixels"
"612","20795","87","2","2","21","21","128","129","21","128.5","frame_0612.png","unclassified cyan sprite pixels"
"614","20797","88","0","2","37","38","94","95","37.5","94.5","frame_0614.png","unclassified cyan sprite pixels"
"614","20797","88","1","2","106","107","110","110","106.5","110","frame_0614.png","unclassified cyan sprite pixels"
"614","20797","88","2","2","20","20","126","127","20","126.5","frame_0614.png","unclassified cyan sprite pixels"
"616","20799","89","0","2","38","39","92","93","38.5","92.5","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","89","1","2","106","107","110","110","106.5","110","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","89","2","8","130","132","110","114","131","112","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","89","3","2","20","20","123","124","20","123.5","frame_0616.png","unclassified cyan sprite pixels"
"618","20801","90","0","2","39","40","89","90","39.5","89.5","frame_0618.png","unclassified cyan sprite pixels"
"618","20801","90","1","2","30","30","120","121","30","120.5","frame_0618.png","unclassified cyan sprite pixels"
"620","20803","91","0","2","39","40","87","88","39.5","87.5","frame_0620.png","unclassified cyan sprite pixels"
"620","20803","91","1","2","30","30","117","118","30","117.5","frame_0620.png","unclassified cyan sprite pixels"
"622","20805","92","0","2","41","42","84","85","41.5","84.5","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","92","1","2","106","107","110","110","106.5","110","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","92","2","8","121","123","112","116","122","114","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","92","3","2","29","29","115","116","29","115.5","frame_0622.png","unclassified cyan sprite pixels"
"624","20807","93","0","2","42","43","82","83","42.5","82.5","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","93","1","2","106","107","110","110","106.5","110","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","93","2","2","31","32","112","112","31.5","112","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","93","3","2","33","34","114","114","33.5","114","frame_0624.png","unclassified cyan sprite pixels"
"626","20809","94","0","2","31","32","109","109","31.5","109","frame_0626.png","unclassified cyan sprite pixels"
"626","20809","94","1","2","106","107","110","110","106.5","110","frame_0626.png","unclassified cyan sprite pixels"
"626","20809","94","2","2","33","34","111","111","33.5","111","frame_0626.png","unclassified cyan sprite pixels"
"628","20811","95","0","2","31","32","106","106","31.5","106","frame_0628.png","unclassified cyan sprite pixels"
"628","20811","95","1","2","33","34","108","108","33.5","108","frame_0628.png","unclassified cyan sprite pixels"
"628","20811","95","2","2","106","107","110","110","106.5","110","frame_0628.png","unclassified cyan sprite pixels"
"628","20811","95","3","8","111","113","113","117","112","115","frame_0628.png","unclassified cyan sprite pixels"
"630","20813","96","0","2","36","37","104","105","36.5","104.5","frame_0630.png","unclassified cyan sprite pixels"
"630","20813","96","1","2","106","107","110","110","106.5","110","frame_0630.png","unclassified cyan sprite pixels"
"632","20815","97","0","2","36","37","101","102","36.5","101.5","frame_0632.png","unclassified cyan sprite pixels"
"632","20815","97","1","2","106","107","110","110","106.5","110","frame_0632.png","unclassified cyan sprite pixels"
"634","20817","98","0","2","36","37","98","99","36.5","98.5","frame_0634.png","unclassified cyan sprite pixels"
"634","20817","98","1","8","102","104","115","119","103","117","frame_0634.png","unclassified cyan sprite pixels"
"636","20819","99","0","2","37","38","96","97","37.5","96.5","frame_0636.png","unclassified cyan sprite pixels"
"638","20821","100","0","2","37","38","93","94","37.5","93.5","frame_0638.png","unclassified cyan sprite pixels"
"640","20823","101","0","2","38","39","90","91","38.5","90.5","frame_0640.png","unclassified cyan sprite pixels"
"640","20823","101","1","8","92","94","117","121","93","119","frame_0640.png","unclassified cyan sprite pixels"
