"sample","emu_frame","snapshot_index","component","pixels","min_x","max_x","min_y","max_y","center_x","center_y","screenshot","interpretation"
"562","20745","37","0","13","202","207","93","97","204.5","95","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","1","13","241","246","93","97","243.5","95","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","2","4","210","211","95","97","210.5","96","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","3","4","249","250","95","97","249.5","96","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","4","19","213","217","96","102","215","99","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","5","13","252","255","96","102","253.5","99","frame_0562.png","unclassified green sprite pixels"
"562","20745","37","6","8","219","221","101","103","220","102","frame_0562.png","unclassified green sprite pixels"
"564","20747","38","0","13","205","210","93","97","207.5","95","frame_0564.png","unclassified green sprite pixels"
"564","20747","38","1","13","245","250","93","97","247.5","95","frame_0564.png","unclassified green sprite pixels"
"564","20747","38","2","4","213","214","95","97","213.5","96","frame_0564.png","unclassified green sprite pixels"
"564","20747","38","3","4","253","254","95","97","253.5","96","frame_0564.png","unclassified green sprite pixels"
"564","20747","38","4","19","216","220","96","102","218","99","frame_0564.png","unclassified green sprite pixels"
"564","20747","38","5","8","222","224","101","103","223","102","frame_0564.png","unclassified green sprite pixels"
"566","20749","39","0","2","209","209","93","94","209","93.5","frame_0566.png","unclassified green sprite pixels"
"566","20749","39","1","13","248","253","93","97","250.5","95","frame_0566.png","unclassified green sprite pixels"
"566","20749","39","2","4","213","214","94","97","213.5","95.5","frame_0566.png","unclassified green sprite pixels"
"566","20749","39","3","4","217","218","95","97","217.5","96","frame_0566.png","unclassified green sprite pixels"
"566","20749","39","4","19","220","224","96","102","222","99","frame_0566.png","unclassified green sprite pixels"
"566","20749","39","5","8","226","228","101","103","227","102","frame_0566.png","unclassified green sprite pixels"
"568","20751","40","0","13","212","217","93","97","214.5","95","frame_0568.png","unclassified green sprite pixels"
"568","20751","40","1","10","251","255","93","96","253","94.5","frame_0568.png","unclassified green sprite pixels"
"568","20751","40","2","4","220","221","95","97","220.5","96","frame_0568.png","unclassified green sprite pixels"
"568","20751","40","3","19","223","227","96","102","225","99","frame_0568.png","unclassified green sprite pixels"
"568","20751","40","4","8","229","231","101","103","230","102","frame_0568.png","unclassified green sprite pixels"
"570","20753","41","0","13","216","221","93","97","218.5","95","frame_0570.png","unclassified green sprite pixels"
"570","20753","41","1","2","255","255","93","94","255","93.5","frame_0570.png","unclassified green sprite pixels"
"570","20753","41","2","4","224","225","95","97","224.5","96","frame_0570.png","unclassified green sprite pixels"
"570","20753","41","3","19","227","231","96","102","229","99","frame_0570.png","unclassified green sprite pixels"
"570","20753","41","4","8","233","235","101","103","234","102","frame_0570.png","unclassified green sprite pixels"
"572","20755","42","0","13","219","224","93","97","221.5","95","frame_0572.png","unclassified green sprite pixels"
"572","20755","42","1","4","227","228","95","97","227.5","96","frame_0572.png","unclassified green sprite pixels"
"572","20755","42","2","19","230","234","96","102","232","99","frame_0572.png","unclassified green sprite pixels"
"572","20755","42","3","8","236","238","101","103","237","102","frame_0572.png","unclassified green sprite pixels"
"574","20757","43","0","13","222","227","93","97","224.5","95","frame_0574.png","unclassified green sprite pixels"
"574","20757","43","1","4","230","231","95","97","230.5","96","frame_0574.png","unclassified green sprite pixels"
"574","20757","43","2","19","233","237","96","102","235","99","frame_0574.png","unclassified green sprite pixels"
"574","20757","43","3","8","239","241","101","103","240","102","frame_0574.png","unclassified green sprite pixels"
"576","20759","44","0","13","226","231","93","97","228.5","95","frame_0576.png","unclassified green sprite pixels"
"576","20759","44","1","4","234","235","95","97","234.5","96","frame_0576.png","unclassified green sprite pixels"
"576","20759","44","2","19","237","241","96","102","239","99","frame_0576.png","unclassified green sprite pixels"
"576","20759","44","3","8","243","245","101","103","244","102","frame_0576.png","unclassified green sprite pixels"
"578","20761","45","0","13","229","234","93","97","231.5","95","frame_0578.png","unclassified green sprite pixels"
"578","20761","45","1","4","237","238","95","97","237.5","96","frame_0578.png","unclassified green sprite pixels"
"578","20761","45","2","19","240","244","96","102","242","99","frame_0578.png","unclassified green sprite pixels"
"578","20761","45","3","8","246","248","101","103","247","102","frame_0578.png","unclassified green sprite pixels"
"580","20763","46","0","13","233","238","93","97","235.5","95","frame_0580.png","unclassified green sprite pixels"
"580","20763","46","1","4","241","242","95","97","241.5","96","frame_0580.png","unclassified green sprite pixels"
"580","20763","46","2","19","244","248","96","102","246","99","frame_0580.png","unclassified green sprite pixels"
"580","20763","46","3","8","250","252","101","103","251","102","frame_0580.png","unclassified green sprite pixels"
"582","20765","47","0","13","236","241","93","97","238.5","95","frame_0582.png","unclassified green sprite pixels"
"582","20765","47","1","4","244","245","95","97","244.5","96","frame_0582.png","unclassified green sprite pixels"
"582","20765","47","2","19","247","251","96","102","249","99","frame_0582.png","unclassified green sprite pixels"
"582","20765","47","3","8","253","255","101","103","254","102","frame_0582.png","unclassified green sprite pixels"
"584","20767","48","0","13","239","244","93","97","241.5","95","frame_0584.png","unclassified green sprite pixels"
"584","20767","48","1","4","247","248","95","97","247.5","96","frame_0584.png","unclassified green sprite pixels"
"584","20767","48","2","19","250","254","96","102","252","99","frame_0584.png","unclassified green sprite pixels"
"586","20769","49","0","13","243","248","93","97","245.5","95","frame_0586.png","unclassified green sprite pixels"
"586","20769","49","1","4","251","252","95","97","251.5","96","frame_0586.png","unclassified green sprite pixels"
"586","20769","49","2","3","254","255","100","101","254.5","100.5","frame_0586.png","unclassified green sprite pixels"
"588","20771","50","0","13","246","251","93","97","248.5","95","frame_0588.png","unclassified green sprite pixels"
"588","20771","50","1","4","254","255","95","97","254.5","96","frame_0588.png","unclassified green sprite pixels"
"590","20773","51","0","13","250","255","93","97","252.5","95","frame_0590.png","unclassified green sprite pixels"
"592","20775","52","0","6","253","255","93","95","254","94","frame_0592.png","unclassified green sprite pixels"
"614","20797","63","0","3","255","255","108","110","255","109","frame_0614.png","unclassified green sprite pixels"
"616","20799","64","0","8","252","254","108","110","253","109","frame_0616.png","unclassified green sprite pixels"
"618","20801","65","0","18","252","255","103","109","253.5","106","frame_0618.png","unclassified green sprite pixels"
"618","20801","65","1","8","248","250","108","110","249","109","frame_0618.png","unclassified green sprite pixels"
"620","20803","66","0","4","254","255","102","104","254.5","103","frame_0620.png","unclassified green sprite pixels"
"620","20803","66","1","19","248","252","103","109","250","106","frame_0620.png","unclassified green sprite pixels"
"620","20803","66","2","8","244","246","108","110","245","109","frame_0620.png","unclassified green sprite pixels"
"622","20805","67","0","4","251","252","102","104","251.5","103","frame_0622.png","unclassified green sprite pixels"
"622","20805","67","1","3","255","255","102","104","255","103","frame_0622.png","unclassified green sprite pixels"
"622","20805","67","2","19","245","249","103","109","247","106","frame_0622.png","unclassified green sprite pixels"
"622","20805","67","3","8","241","243","108","110","242","109","frame_0622.png","unclassified green sprite pixels"
"624","20807","68","0","11","251","255","101","104","253","102.5","frame_0624.png","unclassified green sprite pixels"
"624","20807","68","1","4","247","248","102","104","247.5","103","frame_0624.png","unclassified green sprite pixels"
"624","20807","68","2","19","241","245","103","109","243","106","frame_0624.png","unclassified green sprite pixels"
"624","20807","68","3","8","237","239","108","110","238","109","frame_0624.png","unclassified green sprite pixels"
"626","20809","69","0","13","248","253","100","104","250.5","102","frame_0626.png","unclassified green sprite pixels"
"626","20809","69","1","4","244","245","102","104","244.5","103","frame_0626.png","unclassified green sprite pixels"
"626","20809","69","2","19","238","242","103","109","240","106","frame_0626.png","unclassified green sprite pixels"
"626","20809","69","3","8","234","236","108","110","235","109","frame_0626.png","unclassified green sprite pixels"
"628","20811","70","0","13","244","249","100","104","246.5","102","frame_0628.png","unclassified green sprite pixels"
"628","20811","70","1","4","240","241","102","104","240.5","103","frame_0628.png","unclassified green sprite pixels"
"628","20811","70","2","19","234","238","103","109","236","106","frame_0628.png","unclassified green sprite pixels"
"628","20811","70","3","8","230","232","108","110","231","109","frame_0628.png","unclassified green sprite pixels"
"630","20813","71","0","13","240","245","100","104","242.5","102","frame_0630.png","unclassified green sprite pixels"
"630","20813","71","1","4","236","237","102","104","236.5","103","frame_0630.png","unclassified green sprite pixels"
"630","20813","71","2","19","230","234","103","109","232","106","frame_0630.png","unclassified green sprite pixels"
"630","20813","71","3","8","226","228","108","110","227","109","frame_0630.png","unclassified green sprite pixels"
"632","20815","72","0","13","237","242","100","104","239.5","102","frame_0632.png","unclassified green sprite pixels"
"632","20815","72","1","4","233","234","102","104","233.5","103","frame_0632.png","unclassified green sprite pixels"
"632","20815","72","2","19","227","231","103","109","229","106","frame_0632.png","unclassified green sprite pixels"
"632","20815","72","3","8","223","225","108","110","224","109","frame_0632.png","unclassified green sprite pixels"
"634","20817","73","0","13","233","238","100","104","235.5","102","frame_0634.png","unclassified green sprite pixels"
"634","20817","73","1","4","229","230","102","104","229.5","103","frame_0634.png","unclassified green sprite pixels"
"634","20817","73","2","19","223","227","103","109","225","106","frame_0634.png","unclassified green sprite pixels"
"634","20817","73","3","8","219","221","108","110","220","109","frame_0634.png","unclassified green sprite pixels"
"636","20819","74","0","13","230","235","100","104","232.5","102","frame_0636.png","unclassified green sprite pixels"
"636","20819","74","1","4","226","227","102","104","226.5","103","frame_0636.png","unclassified green sprite pixels"
"636","20819","74","2","19","220","224","103","109","222","106","frame_0636.png","unclassified green sprite pixels"
"636","20819","74","3","8","216","218","108","110","217","109","frame_0636.png","unclassified green sprite pixels"
"638","20821","75","0","13","226","231","100","104","228.5","102","frame_0638.png","unclassified green sprite pixels"
"638","20821","75","1","4","222","223","102","104","222.5","103","frame_0638.png","unclassified green sprite pixels"
"638","20821","75","2","19","216","220","103","109","218","106","frame_0638.png","unclassified green sprite pixels"
"638","20821","75","3","8","212","214","108","110","213","109","frame_0638.png","unclassified green sprite pixels"
"640","20823","76","0","13","222","227","100","104","224.5","102","frame_0640.png","unclassified green sprite pixels"
"640","20823","76","1","4","218","219","102","104","218.5","103","frame_0640.png","unclassified green sprite pixels"
"640","20823","76","2","19","212","216","103","109","214","106","frame_0640.png","unclassified green sprite pixels"
"640","20823","76","3","8","208","210","108","110","209","109","frame_0640.png","unclassified green sprite pixels"
"642","20825","77","0","13","219","224","100","104","221.5","102","frame_0642.png","unclassified green sprite pixels"
"642","20825","77","1","4","215","216","102","104","215.5","103","frame_0642.png","unclassified green sprite pixels"
"642","20825","77","2","19","209","213","103","109","211","106","frame_0642.png","unclassified green sprite pixels"
"642","20825","77","3","8","205","207","108","110","206","109","frame_0642.png","unclassified green sprite pixels"
"642","20825","77","4","3","255","255","108","110","255","109","frame_0642.png","unclassified green sprite pixels"
"644","20827","78","0","13","215","220","100","104","217.5","102","frame_0644.png","unclassified green sprite pixels"
"644","20827","78","1","4","211","212","102","104","211.5","103","frame_0644.png","unclassified green sprite pixels"
"644","20827","78","2","19","205","209","103","109","207","106","frame_0644.png","unclassified green sprite pixels"
"644","20827","78","3","8","201","203","108","110","202","109","frame_0644.png","unclassified green sprite pixels"
"644","20827","78","4","8","252","254","108","110","253","109","frame_0644.png","unclassified green sprite pixels"
"646","20829","79","0","13","212","217","100","104","214.5","102","frame_0646.png","unclassified green sprite pixels"
"646","20829","79","1","4","208","209","102","104","208.5","103","frame_0646.png","unclassified green sprite pixels"
"646","20829","79","2","19","202","206","103","109","204","106","frame_0646.png","unclassified green sprite pixels"
"646","20829","79","3","18","252","255","103","109","253.5","106","frame_0646.png","unclassified green sprite pixels"
"646","20829","79","4","8","198","200","108","110","199","109","frame_0646.png","unclassified green sprite pixels"
"646","20829","79","5","8","248","250","108","110","249","109","frame_0646.png","unclassified green sprite pixels"
"648","20831","80","0","13","208","213","100","104","210.5","102","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","1","4","204","205","102","104","204.5","103","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","2","4","254","255","102","104","254.5","103","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","3","19","198","202","103","109","200","106","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","4","19","248","252","103","109","250","106","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","5","8","194","196","108","110","195","109","frame_0648.png","unclassified green sprite pixels"
"648","20831","80","6","8","244","246","108","110","245","109","frame_0648.png","unclassified green sprite pixels"
"650","20833","81","0","13","204","209","100","104","206.5","102","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","1","4","200","201","102","104","200.5","103","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","2","4","251","252","102","104","251.5","103","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","3","3","255","255","102","104","255","103","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","4","19","194","198","103","109","196","106","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","5","19","245","249","103","109","247","106","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","6","8","190","192","108","110","191","109","frame_0650.png","unclassified green sprite pixels"
"650","20833","81","7","8","241","243","108","110","242","109","frame_0650.png","unclassified green sprite pixels"
"652","20835","82","0","13","201","206","100","104","203.5","102","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","1","11","251","255","101","104","253","102.5","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","2","4","197","198","102","104","197.5","103","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","3","4","247","248","102","104","247.5","103","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","4","19","191","195","103","109","193","106","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","5","19","241","245","103","109","243","106","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","6","8","187","189","108","110","188","109","frame_0652.png","unclassified green sprite pixels"
"652","20835","82","7","8","237","239","108","110","238","109","frame_0652.png","unclassified green sprite pixels"
"654","20837","83","0","13","197","202","100","104","199.5","102","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","1","13","248","253","100","104","250.5","102","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","2","4","193","194","102","104","193.5","103","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","3","4","244","245","102","104","244.5","103","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","4","19","187","191","103","109","189","106","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","5","19","238","242","103","109","240","106","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","6","8","183","185","108","110","184","109","frame_0654.png","unclassified green sprite pixels"
"654","20837","83","7","8","234","236","108","110","235","109","frame_0654.png","unclassified green sprite pixels"
"656","20839","84","0","13","194","199","100","104","196.5","102","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","1","13","244","249","100","104","246.5","102","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","2","4","190","191","102","104","190.5","103","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","3","4","240","241","102","104","240.5","103","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","4","19","184","188","103","109","186","106","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","5","19","234","238","103","109","236","106","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","6","8","180","182","108","110","181","109","frame_0656.png","unclassified green sprite pixels"
"656","20839","84","7","8","230","232","108","110","231","109","frame_0656.png","unclassified green sprite pixels"
"658","20841","85","0","13","190","195","100","104","192.5","102","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","1","13","240","245","100","104","242.5","102","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","2","4","186","187","102","104","186.5","103","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","3","4","236","237","102","104","236.5","103","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","4","19","180","184","103","109","182","106","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","5","19","230","234","103","109","232","106","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","6","8","176","178","108","110","177","109","frame_0658.png","unclassified green sprite pixels"
"658","20841","85","7","8","226","228","108","110","227","109","frame_0658.png","unclassified green sprite pixels"
"660","20843","86","0","13","186","191","100","104","188.5","102","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","1","13","237","242","100","104","239.5","102","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","2","4","182","183","102","104","182.5","103","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","3","4","233","234","102","104","233.5","103","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","4","19","176","180","103","109","178","106","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","5","19","227","231","103","109","229","106","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","6","8","172","174","108","110","173","109","frame_0660.png","unclassified green sprite pixels"
"660","20843","86","7","8","223","225","108","110","224","109","frame_0660.png","unclassified green sprite pixels"
"662","20845","87","0","13","183","188","100","104","185.5","102","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","1","13","233","238","100","104","235.5","102","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","2","4","179","180","102","104","179.5","103","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","3","4","229","230","102","104","229.5","103","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","4","19","173","177","103","109","175","106","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","5","19","223","227","103","109","225","106","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","6","8","169","171","108","110","170","109","frame_0662.png","unclassified green sprite pixels"
"662","20845","87","7","8","219","221","108","110","220","109","frame_0662.png","unclassified green sprite pixels"
"664","20847","88","0","13","179","184","100","104","181.5","102","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","1","13","230","235","100","104","232.5","102","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","2","4","175","176","102","104","175.5","103","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","3","4","226","227","102","104","226.5","103","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","4","19","169","173","103","109","171","106","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","5","19","220","224","103","109","222","106","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","6","8","165","167","108","110","166","109","frame_0664.png","unclassified green sprite pixels"
"664","20847","88","7","8","216","218","108","110","217","109","frame_0664.png","unclassified green sprite pixels"
"666","20849","89","0","13","176","181","100","104","178.5","102","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","1","13","226","231","100","104","228.5","102","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","2","4","172","173","102","104","172.5","103","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","3","4","222","223","102","104","222.5","103","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","4","19","166","170","103","109","168","106","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","5","19","216","220","103","109","218","106","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","6","8","162","164","108","110","163","109","frame_0666.png","unclassified green sprite pixels"
"666","20849","89","7","8","212","214","108","110","213","109","frame_0666.png","unclassified green sprite pixels"
"668","20851","90","0","13","172","177","100","104","174.5","102","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","1","13","222","227","100","104","224.5","102","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","2","4","168","169","102","104","168.5","103","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","3","4","218","219","102","104","218.5","103","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","4","19","162","166","103","109","164","106","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","5","19","212","216","103","109","214","106","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","6","8","158","160","108","110","159","109","frame_0668.png","unclassified green sprite pixels"
"668","20851","90","7","8","208","210","108","110","209","109","frame_0668.png","unclassified green sprite pixels"
"670","20853","91","0","13","168","173","100","104","170.5","102","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","1","13","219","224","100","104","221.5","102","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","2","4","164","165","102","104","164.5","103","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","3","4","215","216","102","104","215.5","103","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","4","19","158","162","103","109","160","106","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","5","19","209","213","103","109","211","106","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","6","8","154","156","108","110","155","109","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","7","8","205","207","108","110","206","109","frame_0670.png","unclassified green sprite pixels"
"670","20853","91","8","3","255","255","108","110","255","109","frame_0670.png","unclassified green sprite pixels"
"672","20855","92","0","13","165","170","100","104","167.5","102","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","1","13","215","220","100","104","217.5","102","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","2","4","161","162","102","104","161.5","103","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","3","4","211","212","102","104","211.5","103","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","4","19","155","159","103","109","157","106","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","5","19","205","209","103","109","207","106","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","6","8","151","153","108","110","152","109","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","7","8","201","203","108","110","202","109","frame_0672.png","unclassified green sprite pixels"
"672","20855","92","8","8","252","254","108","110","253","109","frame_0672.png","unclassified green sprite pixels"
"674","20857","93","0","18","150","153","100","106","151.5","103","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","1","14","157","162","100","104","159.5","102","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","2","13","212","217","100","104","214.5","102","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","3","4","165","166","101","102","165.5","101.5","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","4","4","208","209","102","104","208.5","103","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","5","9","146","148","103","106","147","104.5","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","6","19","202","206","103","109","204","106","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","7","18","252","255","103","109","253.5","106","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","8","8","198","200","108","110","199","109","frame_0674.png","unclassified green sprite pixels"
"674","20857","93","9","8","248","250","108","110","249","109","frame_0674.png","unclassified green sprite pixels"
"676","20859","94","0","18","147","150","100","106","148.5","103","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","1","14","154","159","100","104","156.5","102","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","2","13","208","213","100","104","210.5","102","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","3","4","162","163","101","102","162.5","101.5","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","4","4","204","205","102","104","204.5","103","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","5","4","254","255","102","104","254.5","103","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","6","9","143","145","103","106","144","104.5","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","7","19","198","202","103","109","200","106","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","8","19","248","252","103","109","250","106","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","9","8","194","196","108","110","195","109","frame_0676.png","unclassified green sprite pixels"
"676","20859","94","10","8","244","246","108","110","245","109","frame_0676.png","unclassified green sprite pixels"
"678","20861","95","0","18","145","148","99","105","146.5","102","frame_0678.png","unclassified green sprite pixels"
