"sample","emu_frame","snapshot_index","component","pixels","min_x","max_x","min_y","max_y","center_x","center_y","screenshot","interpretation"
"830","21013","171","0","8","129","131","169","173","130","171","frame_0830.png","unclassified cyan sprite pixels"
"836","21019","174","0","8","122","124","162","166","123","164","frame_0836.png","unclassified cyan sprite pixels"
"842","21025","177","0","8","115","117","155","159","116","157","frame_0842.png","unclassified cyan sprite pixels"
"848","21031","180","0","2","106","107","110","110","106.5","110","frame_0848.png","unclassified cyan sprite pixels"
"848","21031","180","1","8","108","110","148","152","109","150","frame_0848.png","unclassified cyan sprite pixels"
"852","21035","182","0","2","106","107","110","110","106.5","110","frame_0852.png","unclassified cyan sprite pixels"
"854","21037","183","0","8","101","103","141","145","102","143","frame_0854.png","unclassified cyan sprite pixels"
"856","21039","184","0","2","106","107","110","110","106.5","110","frame_0856.png","unclassified cyan sprite pixels"
"860","21043","186","0","8","95","97","135","139","96","137","frame_0860.png","unclassified cyan sprite pixels"
"862","21045","187","0","8","39","41","157","161","40","159","frame_0862.png","unclassified cyan sprite pixels"
"864","21047","188","0","2","106","107","110","110","106.5","110","frame_0864.png","unclassified cyan sprite pixels"
"866","21049","189","0","8","88","90","128","132","89","130","frame_0866.png","unclassified cyan sprite pixels"
"866","21049","189","1","8","119","121","156","160","120","158","frame_0866.png","unclassified cyan sprite pixels"
"868","21051","190","0","2","106","107","110","110","106.5","110","frame_0868.png","unclassified cyan sprite pixels"
"868","21051","190","1","8","46","48","150","154","47","152","frame_0868.png","unclassified cyan sprite pixels"
"872","21055","192","0","2","106","107","110","110","106.5","110","frame_0872.png","unclassified cyan sprite pixels"
"872","21055","192","1","8","81","83","121","125","82","123","frame_0872.png","unclassified cyan sprite pixels"
"872","21055","192","2","8","112","114","149","153","113","151","frame_0872.png","unclassified cyan sprite pixels"
"874","21057","193","0","8","53","55","143","147","54","145","frame_0874.png","unclassified cyan sprite pixels"
"874","21057","193","1","6","141","143","170","173","142","171.5","frame_0874.png","unclassified cyan sprite pixels"
"878","21061","195","0","8","74","76","114","118","75","116","frame_0878.png","unclassified cyan sprite pixels"
"878","21061","195","1","8","105","107","142","146","106","144","frame_0878.png","unclassified cyan sprite pixels"
"880","21063","196","0","2","106","107","110","110","106.5","110","frame_0880.png","unclassified cyan sprite pixels"
"880","21063","196","1","8","60","62","136","140","61","138","frame_0880.png","unclassified cyan sprite pixels"
"880","21063","196","2","8","134","136","162","166","135","164","frame_0880.png","unclassified cyan sprite pixels"
"882","21065","197","0","2","106","107","110","110","106.5","110","frame_0882.png","unclassified cyan sprite pixels"
"884","21067","198","0","8","67","69","107","111","68","109","frame_0884.png","unclassified cyan sprite pixels"
"884","21067","198","1","2","106","107","110","110","106.5","110","frame_0884.png","unclassified cyan sprite pixels"
"884","21067","198","2","8","98","100","135","139","99","137","frame_0884.png","unclassified cyan sprite pixels"
"886","21069","199","0","2","106","107","110","110","106.5","110","frame_0886.png","unclassified cyan sprite pixels"
"886","21069","199","1","8","67","69","129","133","68","131","frame_0886.png","unclassified cyan sprite pixels"
"886","21069","199","2","8","127","129","155","159","128","157","frame_0886.png","unclassified cyan sprite pixels"
"888","21071","200","0","2","106","107","110","110","106.5","110","frame_0888.png","unclassified cyan sprite pixels"
"890","21073","201","0","8","60","62","100","104","61","102","frame_0890.png","unclassified cyan sprite pixels"
"890","21073","201","1","8","91","93","128","132","92","130","frame_0890.png","unclassified cyan sprite pixels"
"892","21075","202","0","8","73","75","123","127","74","125","frame_0892.png","unclassified cyan sprite pixels"
"892","21075","202","1","8","120","122","148","152","121","150","frame_0892.png","unclassified cyan sprite pixels"
"894","21077","203","0","2","106","107","110","110","106.5","110","frame_0894.png","unclassified cyan sprite pixels"
"896","21079","204","0","8","53","55","93","97","54","95","frame_0896.png","unclassified cyan sprite pixels"
"896","21079","204","1","2","106","107","110","110","106.5","110","frame_0896.png","unclassified cyan sprite pixels"
"896","21079","204","2","8","84","86","121","125","85","123","frame_0896.png","unclassified cyan sprite pixels"
"898","21081","205","0","2","106","107","110","110","106.5","110","frame_0898.png","unclassified cyan sprite pixels"
"898","21081","205","1","6","80","82","116","119","81","117.5","frame_0898.png","unclassified cyan sprite pixels"
"898","21081","205","2","8","113","115","141","145","114","143","frame_0898.png","unclassified cyan sprite pixels"
"900","21083","206","0","2","106","107","110","110","106.5","110","frame_0900.png","unclassified cyan sprite pixels"
