"sample","emu_frame","snapshot_index","component","pixels","min_x","max_x","min_y","max_y","center_x","center_y","screenshot","interpretation"
"590","20773","46","3","2","21","22","154","155","21.5","154.5","frame_0590.png","unclassified cyan sprite pixels"
"592","20775","47","0","2","37","38","94","95","37.5","94.5","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","47","1","8","169","171","102","106","170","104","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","47","2","2","106","107","110","110","106.5","110","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","47","3","2","20","20","124","125","20","124.5","frame_0592.png","unclassified cyan sprite pixels"
"592","20775","47","4","2","20","21","152","153","20.5","152.5","frame_0592.png","unclassified cyan sprite pixels"
"594","20777","48","0","2","38","39","92","93","38.5","92.5","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","48","1","2","106","107","110","110","106.5","110","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","48","2","2","19","19","122","123","19","122.5","frame_0594.png","unclassified cyan sprite pixels"
"594","20777","48","3","2","19","20","150","151","19.5","150.5","frame_0594.png","unclassified cyan sprite pixels"
"596","20779","49","0","2","39","40","89","90","39.5","89.5","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","49","1","2","106","107","110","110","106.5","110","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","49","2","2","30","30","119","120","30","119.5","frame_0596.png","unclassified cyan sprite pixels"
"596","20779","49","3","2","18","19","148","149","18.5","148.5","frame_0596.png","unclassified cyan sprite pixels"
"598","20781","50","0","2","39","40","87","88","39.5","87.5","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","50","1","8","159","161","104","108","160","106","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","50","2","2","106","107","110","110","106.5","110","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","50","3","2","30","30","116","117","30","116.5","frame_0598.png","unclassified cyan sprite pixels"
"598","20781","50","4","2","17","18","146","147","17.5","146.5","frame_0598.png","unclassified cyan sprite pixels"
"600","20783","51","0","2","41","42","84","85","41.5","84.5","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","51","1","2","106","107","110","110","106.5","110","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","51","2","2","29","29","113","114","29","113.5","frame_0600.png","unclassified cyan sprite pixels"
"600","20783","51","3","2","16","17","144","145","16.5","144.5","frame_0600.png","unclassified cyan sprite pixels"
"602","20785","52","0","2","42","43","82","83","42.5","82.5","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","52","1","2","31","32","110","110","31.5","110","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","52","2","2","33","34","112","112","33.5","112","frame_0602.png","unclassified cyan sprite pixels"
"602","20785","52","3","2","16","17","142","143","16.5","142.5","frame_0602.png","unclassified cyan sprite pixels"
"604","20787","53","0","8","149","151","106","110","150","108","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","53","1","2","31","32","107","107","31.5","107","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","53","2","2","33","34","109","109","33.5","109","frame_0604.png","unclassified cyan sprite pixels"
"604","20787","53","3","2","15","16","139","140","15.5","139.5","frame_0604.png","unclassified cyan sprite pixels"
"606","20789","54","0","2","31","32","104","104","31.5","104","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","54","1","2","33","34","106","106","33.5","106","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","54","2","2","106","107","110","110","106.5","110","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","54","3","2","19","20","136","136","19.5","136","frame_0606.png","unclassified cyan sprite pixels"
"606","20789","54","4","2","17","18","138","138","17.5","138","frame_0606.png","unclassified cyan sprite pixels"
"608","20791","55","0","2","36","37","103","104","36.5","103.5","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","55","1","2","106","107","110","110","106.5","110","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","55","2","2","19","20","134","134","19.5","134","frame_0608.png","unclassified cyan sprite pixels"
"608","20791","55","3","2","17","18","136","136","17.5","136","frame_0608.png","unclassified cyan sprite pixels"
"610","20793","56","0","2","36","37","100","101","36.5","100.5","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","56","1","8","140","142","108","112","141","110","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","56","2","2","106","107","110","110","106.5","110","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","56","3","2","18","19","131","131","18.5","131","frame_0610.png","unclassified cyan sprite pixels"
"610","20793","56","4","2","16","17","133","133","16.5","133","frame_0610.png","unclassified cyan sprite pixels"
"612","20795","57","0","2","37","38","97","98","37.5","97.5","frame_0612.png","unclassified cyan sprite pixels"
"612","20795","57","1","2","106","107","110","110","106.5","110","frame_0612.png","unclassified cyan sprite pixels"
"612","20795","57","2","2","21","21","128","129","21","128.5","frame_0612.png","unclassified cyan sprite pixels"
"614","20797","58","0","2","37","38","94","95","37.5","94.5","frame_0614.png","unclassified cyan sprite pixels"
"614","20797","58","1","2","106","107","110","110","106.5","110","frame_0614.png","unclassified cyan sprite pixels"
"614","20797","58","2","2","20","20","126","127","20","126.5","frame_0614.png","unclassified cyan sprite pixels"
"616","20799","59","0","2","38","39","92","93","38.5","92.5","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","59","1","2","106","107","110","110","106.5","110","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","59","2","8","130","132","110","114","131","112","frame_0616.png","unclassified cyan sprite pixels"
"616","20799","59","3","2","20","20","123","124","20","123.5","frame_0616.png","unclassified cyan sprite pixels"
"618","20801","60","0","2","39","40","89","90","39.5","89.5","frame_0618.png","unclassified cyan sprite pixels"
"618","20801","60","1","2","30","30","120","121","30","120.5","frame_0618.png","unclassified cyan sprite pixels"
"620","20803","61","0","2","39","40","87","88","39.5","87.5","frame_0620.png","unclassified cyan sprite pixels"
"620","20803","61","1","2","30","30","117","118","30","117.5","frame_0620.png","unclassified cyan sprite pixels"
"622","20805","62","0","2","41","42","84","85","41.5","84.5","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","62","1","2","106","107","110","110","106.5","110","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","62","2","8","121","123","112","116","122","114","frame_0622.png","unclassified cyan sprite pixels"
"622","20805","62","3","2","29","29","115","116","29","115.5","frame_0622.png","unclassified cyan sprite pixels"
"624","20807","63","0","2","42","43","82","83","42.5","82.5","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","63","1","2","106","107","110","110","106.5","110","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","63","2","2","31","32","112","112","31.5","112","frame_0624.png","unclassified cyan sprite pixels"
"624","20807","63","3","2","33","34","114","114","33.5","114","frame_0624.png","unclassified cyan sprite pixels"
"626","20809","64","0","2","31","32","109","109","31.5","109","frame_0626.png","unclassified cyan sprite pixels"
"626","20809","64","1","2","106","107","110","110","106.5","110","frame_0626.png","unclassified cyan sprite pixels"
"626","20809","64","2","2","33","34","111","111","33.5","111","frame_0626.png","unclassified cyan sprite pixels"
